Name,Price,Discount,Rating,Offers,Capacity,Seller Name,Highlights,Services,Description
SAMSUNG MU-PE4T0S/WW / T7 Shield 2TB USB 3.2 Gen 2(10 G...,"₹29,499",70% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 70% off (price inclusive of cashback/coupon)","1 TB,4 TB",MPDSLERetail,"Portable Hard Drive,Capacity: 4 TB,Connectivity: USB 3.2","3 Years Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair",
Frontech SSD 256 GB Desktop Internal Solid State Drive ...,"₹1,685",43% off,4.3,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,FRONTECH ONLINE,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 256 GB,Desktop","3 Years Warranty,Cash on Delivery available,No Returns Applicable",
"HP S700 500 GB Laptop, Desktop Internal Solid State Dri...","₹4,290",49% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 32% off (price inclusive of cashback/coupon)","120 GB,250 GB,500 GB",MEGADEALS17,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 500 GB,Laptop, Desktop","3 Years,Cash on Delivery available,No Returns Applicable",
"SAMSUNG 870 Evo 1 TB Laptop, Desktop Internal Solid Sta...","₹8,087",49% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*","250 GB,500 GB,1 TB,2 TB,4 TB",MPDSLERetail,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 1 TB,Laptop, Desktop","Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"ADATA Ultimate SU650 120 GB Laptop, Desktop, All in One...","₹1,600",59% off,4.3,,,MEGADEALS17,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 120 GB,Laptop, Desktop, All in One PC's, Surveillance Systems, Servers, Network Attached Storage",No Returns Applicable,
"SAMSUNG 980 1 TB Laptop, Desktop Internal Solid State D...","₹7,670",52% off,4.6,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 23% off (price inclusive of cashback/coupon)",,MPDSLERetail,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 1 TB,Laptop, Desktop","Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"microware M.2 NVMe 8 GB Desktop, Desktop Internal Solid...","₹2,699",46% off,3.9,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 10% off (price inclusive of cashback/coupon)",,SmartTech,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 8 GB,Desktop, Desktop","Cash on Delivery available,No Returns Applicable",
"KINGSTON SATA 480 GB Laptop, Desktop Internal Solid Sta...","₹3,500",38% off,4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,A1PRICEA1PRODUCTS,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 480 GB,Laptop, Desktop","Cash on Delivery available,No Returns Applicable","Fast start-up, loading and file transfers
More reliable and durable than a hard drive
Multiple capacities with space for applications or a hard drive replacement
Capacity: 480GB, Interface: SATA Rev. 3.0 (6Gb/s) – with backwards compatibility to SATA Rev. 2.0. 480GB — 500MB/s read and 450MB/s write, Operating temperature: 0°C~70°C and Vibration operating: 2.17G Peak (7–800Hz)
Power Consumption: 0.195W Idle / 0.279W Avg / 0.642W (MAX) Read / 1.535W (MAX) Write"
Acer FA100 512 GB Laptop Internal Solid State Drive (SS...,"₹4,559",10% off,3.7,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 4% off (price inclusive of cashback/coupon)",,MPDSLERetail,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 512 GB,Laptop","Cash on Delivery available,No Returns Applicable,GST invoice available",
"SanDisk E30 / 800 Mbs / Window,Mac OS,Android / Portabl...","₹7,909",61% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 55% off (price inclusive of cashback/coupon)","1 TB,2 TB",MTAILMODEECOM,"Portable Hard Drive,Capacity: 1 TB,Connectivity: USB 3.2,1 Port","3 Years Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"Simmtronics SSD 1024 GB All in One PC's, Desktop, Lapto...","₹5,155",67% off,3.7,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 5% off (price inclusive of cashback/coupon)",,RKanhaInfotech,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 1024 GB,All in One PC's, Desktop, Laptop","Cash on Delivery available,No Returns Applicable",
Seagate One Touch with up to 1030 Mb/s for Windows & Ma...,"₹12,999",53% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 35% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB",MPDSLERetail,"Portable Hard Drive,Capacity: 2 TB,Connectivity: USB 3.0","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
SAMSUNG MU-PE4T0S/WW / T7 Shield 2TB USB 3.2 Gen 2(10 G...,"₹29,499",70% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 70% off (price inclusive of cashback/coupon)","1 TB,4 TB",MPDSLERetail,"Portable Hard Drive,Capacity: 4 TB,Connectivity: USB 3.2","3 Years Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair",
Seagate One Touch with up to 1030 Mb/s for Windows & Ma...,"₹14,999",45% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 25% off (price inclusive of cashback/coupon)",2 TB,MPDSLERetail,"Portable Hard Drive,Capacity: 2 TB,Connectivity: USB 3.0","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"MILLENNIUM TECHNOLOGY NVMe SSD 256 GB Laptop, All in On...","₹1,699",71% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,Millenniumtech,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 256 GB,Laptop, All in One PC's, Desktop","3 year warranty,need to reach at our service center,Cash on Delivery available,No Returns Applicable",
EVM SSD 256 GB Laptop Internal Solid State Drive (SSD) ...,"₹1,830",56% off,3.9,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,netcomiits,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 256 GB,Laptop","Cash on Delivery available,No Returns Applicable",EVM SSD 256Gb Sata in combo pack with caddy 9.5MM. This is suitable for the laptop with 9.5MM second bay caddy. By this you can use your DVD Drive space for second storage device (SSD). Before buying confirm your caddy dimension by your laptop specifications.
MSI SPATIUM 500 GB Desktop Internal Solid State Drive (...,"₹5,449",15% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 4% off (price inclusive of cashback/coupon)",,RetailNet,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 500 GB,Desktop","5 Years, or the coverage for the maximum TBW as stated, whichever comes first.,Cash on Delivery available,No Returns Applicable,GST invoice available",MSI SPATIUM M390 NVMe M.2 500GB SSD
Simmtronics M.2 128 GB Laptop Internal Solid State Driv...,"₹1,375",71% off,3.9,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 19% off (price inclusive of cashback/coupon)",,RKanhaInfotech,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 128 GB,Laptop","Three Years,Cash on Delivery available,No Returns Applicable",This SSD Is desined for use in desktop and notebook computer actual available capacity for data storage is than as listed on the products due to formatting and other functions.
Seagate One Touch with up to 1030 Mb/s for Windows & Ma...,"₹6,199",31% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 4% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB",MPDSLERetail,"Portable Hard Drive,Capacity: 500 GB,Connectivity: USB 3.0","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"SAMSUNG 870 Evo 1 TB Laptop, Desktop Internal Solid Sta...","₹8,087",49% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*","250 GB,500 GB,1 TB,2 TB,4 TB",MPDSLERetail,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 1 TB,Laptop, Desktop","Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"EVM M.2 128 GB Laptop, Desktop, Network Attached Storag...","₹1,149",61% off,3.8,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,KrishnaTechRetail18,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 128 GB,Laptop, Desktop, Network Attached Storage, Servers, Surveillance Systems","Cash on Delivery available,No Returns Applicable",
WD Blue 3D 1 TB Laptop Internal Solid State Drive (SSD)...,"₹18,917",14% off,5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 4% off (price inclusive of cashback/coupon)",,RetailNet,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 1 TB,Laptop","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
Consistent SOLID STATE DRIVE 256 256 GB Laptop Internal...,"₹1,529",68% off,4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,A1PRICEA1PRODUCTS,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 256 GB,Laptop","Cash on Delivery available,No Returns Applicable",
"SAMSUNG 980 Pro 1 TB Laptop, Desktop Internal Solid Sta...","₹9,949",57% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*","1 TB,2 TB",MPDSLERetail,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 1 TB,Laptop, Desktop","Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
